customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag
5947-SGKCL,Female,f,t,t,15,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),105.35,1559.25,f
3712-PKXZA,Male,f,t,f,61,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Credit card (automatic),20.55,1252.00,f
6317-YPKDH,Female,f,f,f,1,f,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,f,Bank transfer (automatic),29.95,29.95,t
6582-OIVSP,Female,f,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.30,45.30,f
9367-WXLCH,Male,f,f,f,8,t,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,f,Bank transfer (automatic),84.50,662.65,t
5524-KHNJP,Male,f,t,t,33,t,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,f,Credit card (automatic),74.75,2453.30,f
1918-ZBFQJ,Female,f,f,f,13,t,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,79.25,1111.65,t
1024-GUALD,Female,f,t,f,1,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.80,24.80,t
4827-USJHP,Male,f,f,f,20,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,51.80,1023.85,f
8167-GJLRN,Male,f,f,f,3,f,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,f,Electronic check,30.40,82.15,f
0956-SYCWG,Female,f,f,f,13,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Electronic check,19.65,244.80,f
8017-UVSZU,Female,f,t,f,40,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Credit card (automatic),56.60,2379.10,f
7100-FQPRV,Male,f,t,t,43,t,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,t,Credit card (automatic),71.90,3173.35,f
2472-OVKUP,Male,f,t,f,6,t,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,91.00,531.00,t
2984-RGEYA,Female,f,t,t,69,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),19.75,1375.40,f
9680-NIAUV,Female,f,t,t,72,t,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,f,Credit card (automatic),109.70,8129.30,f
2146-EGVDT,Male,f,t,t,59,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.30,1192.70,f
2604-IJPDU,Female,f,t,f,20,t,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,t,Electronic check,96.55,1901.65,f
9178-JHUVJ,Male,f,t,t,24,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),24.10,587.40,f
6168-YBYNP,Male,f,f,f,59,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,111.35,6519.75,f
7255-SSFBC,Male,f,t,t,72,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),112.25,8041.65,f
3645-DEYGF,Male,f,f,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.75,20.75,f
9323-HGFWY,Female,f,t,f,27,t,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,t,Credit card (automatic),101.90,2681.15,f
8544-GOQSH,Female,f,f,f,14,t,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,t,Credit card (automatic),80.05,1112.30,f
3363-DTIVD,Male,f,t,t,71,t,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,f,Electronic check,105.55,7405.50,f
7018-WBJNK,Male,f,f,t,13,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),78.30,1033.95,f
9142-KZXOP,Male,f,f,f,44,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),68.85,2958.95,f
7674-YTAFD,Female,f,f,f,33,t,No,Fiber optic,No,Yes,No,Yes,No,No,One year,t,Bank transfer (automatic),79.95,2684.85,f
6348-SNFUS,Male,f,t,t,72,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,t,Credit card (automatic),55.45,4179.20,f
1285-OKIPP,Male,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,79.90,79.90,t
7825-ECJRF,Female,f,f,f,19,t,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,106.60,1934.45,t
1347-KTTTA,Male,f,t,f,64,t,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),102.45,6654.10,f
7841-TZDMQ,Male,f,f,f,2,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),46.00,84.50,t
4195-NZGTA,Female,f,f,f,1,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,f,Electronic check,25.25,25.25,f
7157-SMCFK,Male,f,f,t,61,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,19.75,1124.20,f
4709-LKHYG,Female,f,t,t,29,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Electronic check,20.00,540.05,f
2504-DSHIH,Male,t,t,f,23,t,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,86.80,1975.85,f
0699-NDKJM,Female,f,t,f,57,f,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),58.75,3437.45,f
9286-BHDQG,Male,f,t,t,72,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,f,Credit card (automatic),45.25,3139.80,f
0230-WEQUW,Male,f,t,f,66,f,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,t,Bank transfer (automatic),56.60,3789.20,f
2040-LDIWQ,Male,f,t,t,65,t,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),84.20,5324.50,f
6496-JDSSB,Female,f,f,f,8,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),80.00,624.60,f
9408-SSNVZ,Female,f,f,f,4,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.15,268.35,t
4443-EMBNA,Female,f,t,f,71,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),24.75,1836.90,f
6469-MRVET,Male,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Electronic check,20.20,20.20,f
0742-MOABM,Male,f,t,f,4,t,No,DSL,No,No,No,Yes,No,No,Month-to-month,f,Mailed check,50.05,179.35,t
5961-VUSRV,Female,f,f,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Bank transfer (automatic),19.35,219.35,f
6778-JFCMK,Male,f,f,f,24,f,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,t,Mailed check,50.60,1288.75,f
6341-JVQGF,Female,f,t,t,31,t,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,t,Mailed check,81.15,2545.75,f
2232-DMLXU,Female,f,t,f,1,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Mailed check,55.20,55.20,t
4811-JBUVU,Male,f,f,f,30,t,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),89.90,2723.15,f
0945-TSONX,Female,f,t,t,47,t,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),85.30,4107.25,f
2651-ZCBXV,Male,f,f,f,54,t,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),108.00,5760.65,f
3316-UWXUY,Male,f,f,f,50,t,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),93.50,4747.50,f
8937-RDTHP,Male,f,f,f,1,t,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,t,Mailed check,84.60,84.60,t
7083-MIOPC,Female,f,f,f,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.25,1566.90,f
1984-GPTEH,Female,f,f,f,29,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,25.15,702.00,f
1251-KRREG,Male,f,f,f,2,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,54.40,114.10,t
0621-JFHOL,Female,f,f,f,10,f,No phone service,DSL,No,No,No,Yes,No,No,Two year,t,Mailed check,29.60,299.05,f
9903-LYSAB,Male,f,t,f,18,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,73.15,1305.95,f
0094-OIFMO,Female,t,f,f,11,t,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.00,1120.30,t
9227-UAQFT,Male,f,f,f,16,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,19.75,284.35,f
7301-ABVAD,Female,f,f,f,72,t,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),86.60,6350.50,f
6614-FHDBO,Male,f,f,f,72,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),109.20,7878.30,f
7576-ASEJU,Female,f,t,t,41,t,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,t,Credit card (automatic),74.70,3187.65,f
9058-HRZSV,Female,t,t,f,65,t,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,f,Electronic check,94.40,6126.15,f
4522-AKYLR,Female,t,f,f,13,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,54.80,731.30,f
0221-WMXNQ,Male,t,f,f,4,t,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,75.35,273.40,f
0303-UNCIP,Male,f,f,f,41,t,Yes,DSL,No,No,Yes,No,No,Yes,One year,f,Mailed check,65.00,2531.80,f
9947-OTFQU,Male,t,f,f,15,t,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,74.40,1074.30,t
0322-YINQP,Male,f,f,f,1,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,48.55,48.55,t
0959-WHOKV,Male,f,f,f,42,t,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,t,Electronic check,99.00,4298.45,f
4075-JFPGR,Female,f,t,f,51,t,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,t,Electronic check,93.50,4619.55,f
4629-NRXKX,Female,f,t,t,2,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.40,147.15,t
1271-UODNO,Male,f,f,f,39,t,Yes,DSL,No,No,No,Yes,No,No,Two year,t,Credit card (automatic),53.85,2200.70,f
9514-JDSKI,Male,t,t,f,1,f,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,f,Electronic check,40.20,40.20,t
3282-ZISZV,Male,f,f,t,32,t,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),83.70,2633.30,f
3675-YDUPJ,Male,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,19.85,193.05,f
4111-BNXIF,Female,f,t,t,67,f,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,59.55,4103.90,f
7017-VFHAY,Female,f,t,t,61,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),115.10,7008.15,f
6655-LHBYW,Male,f,f,f,50,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),114.35,5791.10,f
4959-JOSRX,Female,f,t,f,2,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),44.60,80.55,t
5046-NUHWD,Female,t,t,f,29,f,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,t,Electronic check,45.00,1228.65,f
7273-TEFQD,Male,t,f,f,3,f,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,t,Electronic check,41.15,132.20,t
3606-TWKGI,Male,t,f,f,13,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,106.90,1364.30,t
7529-ZDFXI,Male,t,t,f,57,t,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,89.85,4925.35,f
7605-BDWDC,Female,f,f,f,31,f,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,t,Bank transfer (automatic),49.85,1520.10,f
1950-KSVVJ,Female,f,t,f,45,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,f,Mailed check,113.30,5032.25,f
0123-CRBRT,Female,f,t,t,61,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Mailed check,88.10,5526.75,f
6292-TOSSS,Male,f,f,f,50,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),24.90,1195.25,f
3197-ARFOY,Female,t,f,f,19,t,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,t,Mailed check,105.00,2007.25,f
6323-AYBRX,Male,f,f,f,59,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,19.35,1099.60,t
7014-ZZXAW,Female,f,t,f,71,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),24.25,1732.95,f
4385-GZQXV,Female,t,f,f,16,t,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,94.45,1511.20,t
7633-MVPUY,Male,f,t,f,57,t,No,DSL,Yes,Yes,No,Yes,No,No,Two year,t,Electronic check,59.75,3450.15,f
6366-ZGQGL,Male,f,f,f,1,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),24.80,24.80,t
4716-HHKQH,Male,t,t,f,20,t,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,f,Electronic check,107.05,2172.05,f
5940-AHUHD,Male,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Mailed check,70.60,70.60,t
6432-TWQLB,Male,f,t,f,5,t,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,t,Electronic check,85.40,401.10,t
4484-GLZOU,Female,f,t,f,52,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.05,5624.85,t
3179-GBRWV,Male,t,t,f,21,t,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),64.95,1339.80,f
8645-KWHJO,Male,f,f,f,14,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,55.00,771.95,f
4130-MZLCC,Female,f,f,f,5,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,f,Bank transfer (automatic),50.55,244.75,f
0314-TKOSI,Female,f,f,f,6,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,55.15,322.90,f
8229-MYEJZ,Female,f,f,f,10,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,51.20,498.25,f
2080-SRCDE,Female,f,f,t,1,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,25.40,25.40,f
9577-WJVCQ,Female,f,f,f,68,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,54.45,3687.75,f
9512-UIBFX,Male,f,t,t,18,t,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,f,Mailed check,95.15,1779.95,t
6202-DYYFX,Female,f,f,f,22,t,Yes,Fiber optic,No,No,No,No,No,No,One year,t,Credit card (automatic),76.00,1783.60,f
3808-HFKDE,Female,f,f,f,20,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,44.35,927.15,f
5583-SXDAG,Male,f,t,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.00,70.00,t
3488-PGMQJ,Male,t,f,f,8,t,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,74.50,606.55,t
3580-REOAC,Male,f,f,f,10,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),44.85,435.40,t
7534-BFESC,Male,t,f,f,24,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,76.10,1712.70,t
3727-OWVYD,Male,f,f,f,35,t,No,DSL,Yes,Yes,Yes,No,No,No,One year,f,Mailed check,61.20,2021.20,f
2294-SALNE,Male,f,t,t,23,t,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,f,Mailed check,86.80,1940.80,f
4847-TAJYI,Female,t,f,f,6,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.35,567.80,f
1563-IWQEX,Female,f,f,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.70,220.35,f
8203-XJZRC,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.25,20.25,f
6556-DBKZF,Female,f,t,t,71,t,No,Fiber optic,No,No,Yes,No,No,No,Two year,f,Electronic check,76.05,5436.45,f
6851-WEFYX,Male,t,t,f,35,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,100.80,3437.50,f
2985-JUUBZ,Male,f,t,t,40,t,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,74.55,3015.75,f
6390-DSAZX,Female,f,f,t,1,t,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,73.60,73.60,t
0895-LMRSF,Male,f,f,f,23,t,No,DSL,No,No,No,No,Yes,Yes,One year,t,Bank transfer (automatic),64.90,1509.80,f
8098-LLAZX,Female,t,f,f,4,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.45,396.10,t
8266-VBFQL,Male,f,f,f,4,t,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,t,Electronic check,90.40,356.65,f
8181-YHCMF,Female,f,t,t,68,f,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),60.30,4109.00,f
2240-HSJQD,Male,f,f,t,38,t,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,81.85,3141.70,f
1248-DYXUB,Male,f,t,t,52,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,24.80,1229.10,f
0265-EDXBD,Male,t,t,f,32,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.90,2303.35,t
4115-BNPJY,Male,f,t,t,29,t,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,f,Mailed check,75.55,2054.40,f
3167-SNQPL,Male,t,t,t,38,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,f,Electronic check,101.15,3741.85,f
4091-TVOCN,Male,f,f,t,48,t,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,t,Credit card (automatic),78.75,3682.45,f
1098-TDVUQ,Female,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),19.25,19.25,f
7277-OZCGZ,Female,f,f,f,22,t,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,t,Electronic check,89.05,1886.25,f
1557-EMYVT,Female,f,f,f,43,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),115.05,4895.10,f
2799-ARNLO,Female,t,t,f,5,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.35,341.60,f
7563-BIUPC,Male,f,f,f,5,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,80.60,415.55,t
5027-YOCXN,Male,f,t,t,51,t,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,f,Credit card (automatic),110.05,5686.40,f
3973-SKMLN,Male,f,f,f,71,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),19.90,1355.10,f
2321-OMBXY,Female,f,t,t,38,t,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,f,Credit card (automatic),80.30,3058.65,t
2840-XANRC,Male,t,t,f,24,t,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,93.15,2231.05,t
6745-JEFZB,Male,f,t,f,35,t,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,t,Credit card (automatic),91.50,3236.35,f
5020-ZSTTY,Female,t,f,f,54,t,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,f,Bank transfer (automatic),82.45,4350.10,t
9880-TDQAC,Female,f,t,t,72,f,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,60.00,4264.00,f
8705-WZCYL,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,44.80,44.80,f
7102-JJVTX,Female,f,t,t,9,t,No,DSL,Yes,No,No,No,No,No,One year,f,Mailed check,48.60,422.30,f
8626-PTQGE,Male,f,f,f,69,f,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),60.05,4176.70,f
4983-CLMLV,Female,f,t,f,52,t,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),102.70,5138.10,f
5701-YVSVF,Female,t,t,f,11,t,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,t,Electronic check,82.90,880.05,f
5804-LEPIM,Female,t,f,f,2,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.35,139.05,t
5697-GOMBF,Female,t,t,t,28,f,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,35.90,973.65,f
2739-CACDQ,Female,t,f,f,17,t,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,t,Credit card (automatic),82.65,1470.05,f
9385-EHGDO,Female,f,t,t,35,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,19.85,739.35,f
9498-FIMXL,Female,f,f,f,8,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,19.20,161.95,f
2379-GYFLQ,Male,f,f,f,46,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,t,Credit card (automatic),94.90,4422.95,f
0122-OAHPZ,Female,f,f,f,7,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,73.85,511.25,t
2868-SNELZ,Female,f,f,f,2,t,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,f,Mailed check,80.60,155.80,t
4322-RCYMT,Male,f,t,t,68,t,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,t,Bank transfer (automatic),75.80,5293.95,t
6680-NENYN,Female,f,f,f,43,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,t,Electronic check,104.60,4759.85,t
2088-IEBAU,Female,f,f,f,68,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,88.15,6148.45,f
7982-VCELR,Female,f,f,f,36,t,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),94.80,3565.65,f
1343-EHPYB,Male,f,t,f,63,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,103.40,6603.00,t
6035-BXTTY,Female,t,f,f,32,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,f,Bank transfer (automatic),54.65,1830.10,f
6885-PKOAM,Female,f,t,f,71,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),85.75,6223.80,f
7520-HQWJU,Female,f,t,t,66,t,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),67.45,4508.65,f
9639-BUJXT,Male,f,f,f,63,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.50,1328.15,f
5924-SNGKP,Female,f,f,t,41,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Credit card (automatic),20.25,865.00,f
